Closed Quarter,Closed Month,Closed Week,Closed Day,Case Id,Analyst,Category,Language,Start date,Blocked,Cust Time Hours,Agent Time Hours,Consult,Closing Channel,Opening Channel,Complexity,Incoming Messages,Vendor Team,Product,Total Resolution Time x Blocked By,Num Outgoing Emails,Total Resolution Time Incl Weekends Hours,Total time to Assign in Hours,Time for First Response in Hours,Consult Total Resolution Time,Total Resolution Time WITHOUT WEEKENDS,Manual Followup Count,OverallSat,Case Region,PL,SM,Start (IST) Time,Day,Hour,Agentime/Itr.
2018-04-01,2018-06-01,2018-06-03,2018-06-07,9-990322336,abandela,Outages,en,2018-06-07,FALSE,0.00,3.07,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.07,1,3.07,0.00,0.01,0.00,3.07,0,,EMEA,enagabushanam,sgangadhari,2018-06-07 18:44:19,Thu,18,3.07
2018-04-01,2018-04-01,2018-04-22,2018-04-26,0-462522222,rishikav,Programmatic Direct (Deals),en,2018-04-26,FALSE,0.00,3.07,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,3.07,1,3.07,1.32,3.07,0.00,3.07,0,,NA,vbandikalla,mshabbir,2018-04-26 22:01:00,Thu,22,3.07
2018-04-01,2018-05-01,2018-05-27,2018-05-29,5-607522485,mattas,Programmatic Direct (Deals),en,2018-05-29,FALSE,0.00,3.07,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.07,1,3.07,0.05,0.06,0.00,3.07,0,,EMEA,enagabushanam,sgangadhari,2018-05-29 18:39:05,Tue,18,3.07
2018-04-01,2018-04-01,2018-04-08,2018-04-10,6-540121669,spolavarapu,Reporting,en,2018-04-10,FALSE,0.06,2.82,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,3.07,2,3.07,0.00,2.79,0.00,3.07,0,,EMEA,vereddy,sgangadhari,2018-04-10 21:00:21,Tue,21,1.41
2018-04-01,2018-04-01,2018-04-22,2018-04-23,1-249221888,nayaka,Reporting,en,2018-04-23,FALSE,0.90,2.17,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD PLAT,Platforms,3.07,2,3.07,0.16,2.10,0.00,3.07,0,,NA,nayaka,sbalasundaram,2018-04-23 23:35:27,Mon,23,1.08
2018-04-01,2018-06-01,2018-06-10,2018-06-13,4-463322509,mprathima,Policy,en,2018-06-13,FALSE,0.00,3.07,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Monetization,3.07,1,3.07,0.00,3.07,0.00,3.07,0,,EMEA,sabaiqbal,ashwint,2018-06-13 17:10:05,Wed,17,3.07
2018-04-01,2018-05-01,2018-05-20,2018-05-24,1-925921888,gsavade,Programmatic Direct (Deals),en,2018-05-24,FALSE,0.00,3.07,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Consult - Monetization,3.07,1,3.07,0.47,3.07,0.00,3.07,0,,EMEA,malavikas,ashwint,2018-05-24 19:07:03,Thu,19,3.07
2018-04-01,2018-05-01,2018-05-27,2018-05-31,0-981822238,koduganti,Policy,en,2018-05-30,FALSE,0.52,2.55,FALSE,EMAIL,CHAT,Easy,1,HCL HYD MON,Consult - Monetization,3.07,2,3.07,0.00,0.01,0.00,3.07,0,100,APAC,ldaram,larasur,2018-05-31 9:50:33,Thu,9,1.27
2018-04-01,2018-05-01,2018-05-20,2018-05-22,4-305322612,mbhambhu,Formats & Creative Trafficking,en,2018-05-22,FALSE,0.04,3.02,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,3.07,2,3.07,0.07,2.74,0.00,3.07,0,,NA,lucyk,sbalasundaram,2018-05-23 2:55:14,Wed,2,1.51
2018-04-01,2018-05-01,2018-05-06,2018-05-09,1-664822128,ahecke,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",de,2018-05-09,FALSE,0.00,3.07,FALSE,EMAIL,EMAIL,Medium,2,HCL DUB MON,Monetization,3.07,1,3.07,0.02,3.07,0.00,3.07,0,,DUBLIN,hmatos,hmatos,2018-05-09 14:26:02,Wed,14,3.07
2018-04-01,2018-06-01,2018-06-03,2018-06-05,4-250022387,bpullivarthi,Programmatic Direct (Deals),en,2018-06-05,FALSE,0.00,3.06,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.06,1,3.06,0.04,0.05,0.00,3.06,0,,NA,nayaka,sbalasundaram,2018-06-06 0:29:56,Wed,0,3.06
2018-04-01,2018-06-01,2018-06-17,2018-06-22,4-500522837,abdurraheem,Video,en,2018-06-22,FALSE,0.41,2.65,FALSE,EMAIL,CHAT,Easy,1,HCL HYD PLAT,Consult - Platforms,3.06,3,3.06,0.00,0.05,0.00,3.06,1,,NA,djavvaji,vipinnair,2018-06-23 1:22:18,Sat,1,0.88
2018-04-01,2018-04-01,2018-04-15,2018-04-17,9-783722049,yadiki,AMP,en,2018-04-17,FALSE,0.00,3.06,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.06,1,3.06,0.01,0.01,0.00,3.06,0,,NA,nayaka,sbalasundaram,2018-04-17 19:27:12,Tue,19,3.06
2018-04-01,2018-05-01,2018-05-06,2018-05-09,4-545322070,jcharitha,Reporting,en,2018-05-07,TRUE,0.00,3.06,FALSE,EMAIL,CHAT,Hard,1,HCL HYD PLAT,Consult - Platforms,3.06,3,35.30,0.04,0.05,0.00,35.30,1,,APAC,susaurabh,vsunda,2018-05-08 8:26:12,Tue,8,1.02
2018-04-01,2018-04-01,2018-04-15,2018-04-19,7-830621699,kushalavreddy,Inventory Management,en,2018-04-19,FALSE,0.22,2.84,FALSE,EMAIL,CHAT,Medium,2,HCL HYD PLAT,Consult - Platforms,3.06,3,3.06,0.00,0.01,0.00,3.06,0,,NA,nayaka,sbalasundaram,2018-04-20 2:13:38,Fri,2,0.95
2018-04-01,2018-06-01,2018-05-27,2018-06-01,4-998122164,vajjalwar,Programmatic Direct (Deals),en,2018-06-01,FALSE,0.00,3.06,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Consult - Platforms,3.06,1,3.06,0.09,3.06,0.00,3.06,0,,APAC,mrengarajan,vsunda,2018-06-01 14:52:10,Fri,14,3.06
2018-04-01,2018-05-01,2018-05-20,2018-05-25,2-066922201,mnoman,Programmatic Direct (Deals),en,2018-05-25,FALSE,0.33,2.73,FALSE,EMAIL,EMAIL,Medium,1,HCL HYD MON,Monetization,3.06,2,3.06,0.75,2.69,0.00,3.06,1,,EMEA,jjonnalagadda,ashwint,2018-05-25 21:35:17,Fri,21,1.36
2018-04-01,2018-05-01,2018-04-29,2018-05-03,6-133521973,pashokkumar,"One-step Routing Category (go/pdsworkflow), Education: Need Googler Info",en,2018-05-03,FALSE,0.00,2.70,FALSE,EMAIL,EMAIL,null,1,HCL HYD PLAT,Monetization,3.06,1,3.06,0.00,3.06,0.00,3.06,0,,NA,Mohammed Sadatullah,msadatullah,2018-05-04 1:59:28,Fri,1,2.70
2018-04-01,2018-04-01,2018-04-15,2018-04-20,7-177621912,mimohammed,Native,en,2018-04-20,FALSE,0.32,2.74,FALSE,EMAIL,CHAT,Easy,0,HCL HYD MON,Consult - Monetization,3.06,1,3.06,0.22,0.23,0.00,3.06,0,,NA,vbandikalla,mshabbir,2018-04-20 22:01:12,Fri,22,2.74
2018-04-01,2018-04-01,2018-04-22,2018-04-23,3-939721899,mpostel,Audience,fr,2018-04-23,FALSE,1.46,1.60,FALSE,EMAIL,EMAIL,Easy,4,HCL DUB PLAT,Platforms,3.05,3,3.05,0.04,0.80,0.00,3.05,0,,DUBLIN,hmatos,hmatos,2018-04-23 18:57:36,Mon,18,0.53
2018-04-01,2018-06-01,2018-06-03,2018-06-04,8-696722496,ahujanikhil,Forecasting (IMF),en,2018-06-04,FALSE,0.00,3.05,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.05,1,3.05,0.03,0.04,0.00,3.05,0,,NA,lucyk,sbalasundaram,2018-06-04 22:39:18,Mon,22,3.05
2018-04-01,2018-06-01,2018-06-10,2018-06-14,1-467622577,gsavade,Account Management,en,2018-06-14,FALSE,0.05,3.00,FALSE,EMAIL,EMAIL,Easy,4,HCL HYD MON,Consult - Monetization,3.05,1,3.05,0.11,3.05,0.00,3.05,0,,EMEA,malavikas,ashwint,2018-06-14 21:25:19,Thu,21,3.00
2018-04-01,2018-04-01,2018-04-15,2018-04-18,6-415821769,akudo,Yield Management,ja,2018-04-18,FALSE,0.01,3.04,FALSE,EMAIL,EMAIL,null,2,HCL JAP PLAT,Platforms,3.05,2,3.05,0.91,0.96,0.00,3.05,1,,JAPAN,nkone,saikarthik,2018-04-19 7:27:34,Thu,7,1.52
2018-04-01,2018-04-01,2018-04-22,2018-04-26,4-202821907,olcese,Formats & Creative Trafficking,es,2018-04-26,FALSE,0.00,3.05,FALSE,EMAIL,CHAT,Easy,0,HCL SAO PLAT,Consult - Platforms,3.05,1,3.05,0.01,0.01,0.00,3.05,0,,LATAM,martinsanchez,saikarthik,2018-04-26 19:50:30,Thu,19,3.05
2018-04-01,2018-06-01,2018-06-24,2018-06-27,6-839922988,vibhavm,Account Management,en,2018-06-27,FALSE,0.02,3.03,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,3.05,3,3.05,0.29,0.00,0.00,3.05,1,,NA,lucyk,sbalasundaram,2018-06-27 21:31:39,Wed,21,1.01
2018-04-01,2018-06-01,2018-06-17,2018-06-19,3-018622839,mimohammed,Native,en,2018-06-19,FALSE,0.00,3.05,FALSE,EMAIL,CHAT,Easy,0,HCL HYD MON,Consult - Monetization,3.05,1,3.05,0.00,0.02,0.00,3.05,0,,NA,jjaleel,mshabbir,2018-06-19 20:38:09,Tue,20,3.05
2018-04-01,2018-06-01,2018-06-10,2018-06-14,3-810622468,koduganti,Reporting,en,2018-06-14,FALSE,0.00,3.04,FALSE,EMAIL,CHAT,Easy,0,HCL HYD MON,Consult - Monetization,3.04,1,3.04,0.00,0.01,0.00,3.04,0,,APAC,praveenrao,larasur,2018-06-14 13:42:21,Thu,13,3.04
2018-04-01,2018-04-01,2018-04-15,2018-04-20,9-965922148,ahecke,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",de,2018-04-20,FALSE,0.00,3.04,FALSE,EMAIL,EMAIL,Medium,3,HCL DUB MON,Monetization,3.04,1,3.04,0.02,3.04,0.00,3.04,0,,DUBLIN,hmatos,hmatos,2018-04-20 19:30:46,Fri,19,3.04
2018-04-01,2018-04-01,2018-04-15,2018-04-16,0-643121848,pbharathi,Reporting,en,2018-04-16,FALSE,1.51,1.53,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.04,1,3.04,0.03,0.03,0.00,3.04,0,100,EMEA,mvallamdas,sgangadhari,2018-04-16 14:40:57,Mon,14,1.53
2018-04-01,2018-05-01,2018-05-13,2018-05-14,5-614422439,bathulas,Order & Line Item Setup,en,2018-05-14,FALSE,0.01,3.03,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.04,1,3.04,0.00,0.01,0.00,3.04,0,,NA,nayaka,sbalasundaram,2018-05-14 19:19:46,Mon,19,3.03
2018-04-01,2018-05-01,2018-05-13,2018-05-15,8-220622096,mnoman,Programmatic Direct (Deals),en,2018-05-15,FALSE,2.88,0.16,FALSE,EMAIL,CHAT,Easy,0,HCL HYD MON,Consult - Monetization,3.04,1,3.04,0.01,0.01,0.00,3.04,0,,EMEA,jjonnalagadda,ashwint,2018-05-15 15:20:08,Tue,15,0.16
2018-04-01,2018-05-01,2018-04-29,2018-05-04,9-402122012,roshnim,Order & Line Item Delivery (Adserving),en,2018-05-04,FALSE,0.00,3.04,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.04,1,3.04,0.04,0.04,0.00,3.04,0,,NA,pampara,vipinnair,2018-05-04 22:41:07,Fri,22,3.04
2018-04-01,2018-06-01,2018-06-03,2018-06-04,3-046922286,shaikasfiya,Account Management,en,2018-06-04,FALSE,0.01,3.02,FALSE,EMAIL,EMAIL,Medium,1,HCL HYD MON,Consult - Monetization,3.04,1,3.04,0.00,3.04,0.00,3.04,0,,EMEA,sabaiqbal,ashwint,2018-06-04 19:08:16,Mon,19,3.02
2018-04-01,2018-04-01,2018-04-01,2018-04-02,1-047221907,keerthisai,Administration,en,2018-04-02,FALSE,0.09,2.94,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Consult - Platforms,3.04,2,3.04,0.15,0.17,0.00,3.04,0,,APAC,mrengarajan,vsunda,2018-04-02 14:29:51,Mon,14,1.47
2018-04-01,2018-04-01,2018-04-08,2018-04-10,1-076521858,calankrita,Order & Line Item Delivery (Adserving),en,2018-04-10,FALSE,0.00,3.04,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.04,1,3.04,0.06,0.07,0.00,3.04,0,,EMEA,enagabushanam,sgangadhari,2018-04-10 16:49:01,Tue,16,3.04
2018-04-01,2018-05-01,2018-05-06,2018-05-09,7-967521832,ahecke,Programmatic Direct (Deals),de,2018-05-09,FALSE,0.00,3.03,FALSE,EMAIL,CHAT,Easy,1,HCL DUB MON,Consult - Monetization,3.03,2,3.03,0.01,0.02,0.00,3.03,1,,DUBLIN,hmatos,hmatos,2018-05-09 18:01:06,Wed,18,1.52
2018-04-01,2018-06-01,2018-06-24,2018-06-29,2-646622599,vallalak,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-06-29,FALSE,0.21,2.82,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Monetization,3.03,2,3.03,0.24,2.63,0.00,3.03,0,,NA,jjaleel,mshabbir,2018-06-30 0:41:38,Sat,0,1.41
2018-04-01,2018-05-01,2018-05-13,2018-05-17,6-372722157,pampara,Order & Line Item Setup,en,2018-05-17,FALSE,0.00,3.03,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.03,1,3.03,0.02,0.02,0.00,3.03,0,,NA,pampara,vipinnair,2018-05-17 22:12:07,Thu,22,3.03
2018-04-01,2018-04-01,2018-04-22,2018-04-26,5-593221968,bmiranda,Programmatic Direct (Deals),es,2018-04-26,FALSE,0.00,3.03,FALSE,EMAIL,EMAIL,Easy,1,HCL SAO MON,Monetization,3.03,1,3.03,0.34,3.03,0.00,3.03,0,,LATAM,kvennamaneni,saikarthik,2018-04-26 23:18:09,Thu,23,3.03
2018-04-01,2018-04-01,2018-04-22,2018-04-24,0-723621678,pampara,Account Management,en,2018-04-24,FALSE,0.00,3.03,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,3.03,1,3.03,0.73,3.03,0.00,3.03,0,,NA,pampara,vipinnair,2018-04-25 1:57:36,Wed,1,3.03
2018-04-01,2018-04-01,2018-04-15,2018-04-20,6-638721955,anathak,Programmatic Direct (Deals),en,2018-04-20,FALSE,0.00,3.03,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Consult - Monetization,3.03,1,3.03,0.07,3.03,0.00,3.03,0,,NA,arghyamitra,mshabbir,2018-04-21 0:31:42,Sat,0,3.03
2018-04-01,2018-04-01,2018-04-22,2018-04-25,2-251821930,ramuk,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-04-25,FALSE,0.00,3.03,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,3.03,1,3.03,0.72,3.03,0.00,3.03,0,,NA,vbandikalla,mshabbir,2018-04-25 21:59:58,Wed,21,3.03
2018-04-01,2018-05-01,2018-05-13,2018-05-15,2-169021723,vsobharaj,Policy,en,2018-05-15,FALSE,0.00,3.03,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Monetization,3.03,1,3.03,0.00,3.03,0.00,3.03,0,,NA,vbandikalla,mshabbir,2018-05-16 2:06:34,Wed,2,3.03
2018-04-01,2018-04-01,2018-04-15,2018-04-17,1-628621793,sandepudiv,Publisher Controls,en,2018-04-17,FALSE,0.00,3.03,FALSE,EMAIL,CHAT,Hard,0,HCL HYD MON,Consult - Monetization,3.03,1,3.03,0.22,0.24,0.00,3.03,0,,EMEA,jjonnalagadda,ashwint,2018-04-17 18:29:50,Tue,18,3.03
2018-04-01,2018-05-01,2018-05-13,2018-05-17,2-291622149,pbharathi,Tagging,en,2018-05-17,FALSE,2.35,0.68,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.03,1,3.03,0.03,0.03,0.00,3.03,0,100,EMEA,vereddy,sgangadhari,2018-05-17 16:42:28,Thu,16,0.68
2018-04-01,2018-04-01,2018-04-15,2018-04-16,4-383021941,pbuyankar,AMP,en,2018-04-16,FALSE,0.00,3.03,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.03,2,3.03,0.10,0.11,0.00,3.03,1,,EMEA,enagabushanam,sgangadhari,2018-04-16 15:59:32,Mon,15,1.52
2018-04-01,2018-04-01,2018-04-22,2018-04-25,9-398222023,spolavarapu,Inventory Management,en,2018-04-25,FALSE,0.03,3.00,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.03,1,3.03,0.07,0.08,0.00,3.03,0,,EMEA,vereddy,sgangadhari,2018-04-25 18:02:05,Wed,18,3.00
2018-04-01,2018-05-01,2018-04-29,2018-05-04,8-454421948,mnaderuddin,Yield Management,en,2018-05-04,FALSE,0.30,2.73,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD MON,Monetization,3.03,2,3.03,0.34,2.26,0.00,3.03,0,,EMEA,jjonnalagadda,ashwint,2018-05-04 17:19:54,Fri,17,1.36
2018-04-01,2018-06-01,2018-06-03,2018-06-04,6-842822407,ecalvar,Order & Line Item Delivery (Adserving),es,2018-06-04,FALSE,0.00,3.02,FALSE,EMAIL,EMAIL,Easy,1,HCL KRK PLAT,Monetization,3.02,1,3.02,0.00,3.02,0.00,3.02,0,,KRAKOW,hmatos,hmatos,2018-06-04 17:48:11,Mon,17,3.02
2018-04-01,2018-04-01,2018-04-01,2018-04-03,2-182121597,pbuyankar,Formats & Creative Trafficking,en,2018-04-03,FALSE,0.00,3.02,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.02,1,3.02,0.03,0.04,0.00,3.02,0,,EMEA,enagabushanam,sgangadhari,2018-04-03 17:22:42,Tue,17,3.02
2018-04-01,2018-05-01,2018-05-13,2018-05-17,7-434321953,kushalavreddy,Programmatic Direct (Deals),en,2018-05-17,FALSE,0.27,2.75,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.02,1,3.02,0.01,0.02,0.00,3.02,0,,NA,pampara,vipinnair,2018-05-18 2:41:33,Fri,2,2.75
2018-04-01,2018-06-01,2018-06-17,2018-06-22,1-793622671,jkunjumon,Native,en,2018-06-21,FALSE,0.00,3.02,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.02,1,3.02,0.01,0.02,0.00,3.02,0,,APAC,susaurabh,vsunda,2018-06-22 10:58:19,Fri,10,3.02
2018-04-01,2018-05-01,2018-05-27,2018-05-28,7-556022150,shreyasgupta,Order & Line Item Delivery (Adserving),en,2018-05-28,FALSE,0.00,3.02,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.02,1,3.02,0.04,0.05,0.00,3.02,0,,EMEA,mvallamdas,sgangadhari,2018-05-28 20:30:23,Mon,20,3.02
2018-04-01,2018-05-01,2018-05-06,2018-05-11,8-111721948,jczyz,Programmatic Direct (Deals),pl,2018-05-11,FALSE,0.00,3.02,FALSE,EMAIL,EMAIL,null,1,HCL KRK PLAT,Monetization,3.02,1,3.02,0.28,3.02,0.00,3.02,0,,KRAKOW,hmatos,hmatos,2018-05-11 13:30:34,Fri,13,3.02
2018-04-01,2018-06-01,2018-06-17,2018-06-18,8-918022616,mpiechula,Order & Line Item Setup,de,2018-06-18,FALSE,0.29,2.72,FALSE,EMAIL,EMAIL,Easy,3,HCL KRK PLAT,Platforms,3.02,2,3.02,0.12,1.15,0.00,3.02,0,,KRAKOW,hmatos,hmatos,2018-06-18 15:58:58,Mon,15,1.36
2018-04-01,2018-04-01,2018-04-01,2018-04-06,3-181821588,rampradeeps,Account Management,en,2018-04-06,FALSE,2.57,0.45,FALSE,EMAIL,EMAIL,Easy,5,HCL HYD MON,Consult - Monetization,3.02,2,3.02,0.11,0.65,0.00,3.02,0,,APAC,ldaram,larasur,2018-04-06 15:18:38,Fri,15,0.22
2018-04-01,2018-06-01,2018-06-03,2018-06-04,6-058422501,abandela,Reporting,en,2018-06-04,FALSE,0.00,3.02,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.02,1,3.02,0.04,0.05,0.00,3.02,0,,EMEA,enagabushanam,sgangadhari,2018-06-04 22:10:31,Mon,22,3.02
2018-04-01,2018-04-01,2018-04-29,2018-04-30,2-008322107,kushalavreddy,Forecasting (IMF),en,2018-04-30,FALSE,0.00,1.79,TRUE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.02,2,3.02,0.00,0.02,1.23,3.02,1,,NA,nayaka,sbalasundaram,2018-05-01 2:37:43,Tue,2,0.89
2018-04-01,2018-06-01,2018-06-17,2018-06-19,1-750022716,shrutivinod,Programmatic Direct (Deals),en,2018-06-19,FALSE,0.00,3.02,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD PLAT,Platforms,3.02,1,3.02,0.09,3.01,0.00,3.02,0,,APAC,susaurabh,vsunda,2018-06-20 6:40:44,Wed,6,3.02
2018-04-01,2018-05-01,2018-05-06,2018-05-10,9-444022184,bathulas,Order & Line Item Setup,en,2018-05-10,FALSE,0.02,2.99,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.02,1,3.02,0.00,0.01,0.00,3.02,0,,NA,nayaka,sbalasundaram,2018-05-10 19:39:17,Thu,19,2.99
2018-04-01,2018-04-01,2018-04-15,2018-04-17,4-708421987,bathulas,Order & Line Item Setup,en,2018-04-17,FALSE,0.00,3.01,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.01,1,3.01,0.00,0.01,0.00,3.01,0,,NA,nayaka,sbalasundaram,2018-04-17 19:46:34,Tue,19,3.01
2018-04-01,2018-04-01,2018-04-08,2018-04-09,0-851021924,calankrita,Order & Line Item Delivery (Adserving),en,2018-04-09,FALSE,0.00,3.01,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.01,1,3.01,0.03,0.03,0.00,3.01,0,,EMEA,enagabushanam,sgangadhari,2018-04-09 20:08:06,Mon,20,3.01
2018-04-01,2018-06-01,2018-06-10,2018-06-13,7-233522569,vibhavm,Formats & Creative Trafficking,en,2018-06-13,FALSE,0.00,3.01,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD PLAT,Consult - Platforms,3.01,1,3.01,0.94,3.01,0.00,3.01,0,,NA,lucyk,sbalasundaram,2018-06-14 1:55:22,Thu,1,3.01
2018-04-01,2018-05-01,2018-05-13,2018-05-18,1-902722367,fbettini,Policy,es,2018-05-18,FALSE,0.00,3.01,FALSE,EMAIL,EMAIL,Easy,1,HCL SAO PLAT,Platforms,3.01,1,3.01,0.09,3.01,0.00,3.01,0,,LATAM,martinsanchez,saikarthik,2018-05-19 1:58:14,Sat,1,3.01
2018-04-01,2018-06-01,2018-06-10,2018-06-12,2-815622331,anuragkumarr,Policy,en,2018-06-12,FALSE,0.13,2.88,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD MON,Consult - Monetization,3.01,2,3.01,0.09,2.80,0.00,3.01,0,,APAC,ldaram,larasur,2018-06-13 7:50:05,Wed,7,1.44
2018-04-01,2018-06-01,2018-06-17,2018-06-18,3-640122443,koppulanavya,Education: Need Googler Info,en,2018-06-18,FALSE,0.00,3.01,FALSE,EMAIL,EMAIL,null,2,HCL HYD PLAT,Platforms,3.01,1,3.01,0.44,3.01,0.00,3.01,0,,NA,msadatullah,msadatullah,2018-06-18 19:33:14,Mon,19,3.01
2018-04-01,2018-05-01,2018-05-06,2018-05-11,3-627022203,ananthkumara,Programmatic Direct (Deals),en,2018-05-11,FALSE,0.00,2.22,TRUE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,3.01,2,3.01,0.28,1.71,0.79,3.01,1,,EMEA,aaluguri,ashwint,2018-05-11 17:27:13,Fri,17,1.11
2018-04-01,2018-06-01,2018-06-24,2018-06-25,2-827622928,riyazmohammed,Mobile In-App,en,2018-06-25,FALSE,0.00,3.01,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.01,1,3.01,0.06,0.06,0.00,3.01,0,,APAC,mrengarajan,vsunda,2018-06-25 16:02:02,Mon,16,3.01
2018-04-01,2018-04-01,2018-04-22,2018-04-24,6-731722168,cborchetia,Order & Line Item Setup,en,2018-04-24,FALSE,0.00,3.01,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,3.01,1,3.01,0.00,0.03,0.00,3.01,0,,NA,nayaka,sbalasundaram,2018-04-24 22:48:11,Tue,22,3.01
2018-04-01,2018-04-01,2018-04-22,2018-04-27,9-402821980,vpothakamuri,Programmatic Direct (Deals),en,2018-04-27,FALSE,2.79,0.22,FALSE,EMAIL,CHAT,Medium,0,HCL HYD MON,Consult - Monetization,3.01,1,3.01,0.06,0.06,0.00,3.01,0,,APAC,ldaram,larasur,2018-04-27 14:09:29,Fri,14,0.22
2018-04-01,2018-04-01,2018-04-01,2018-04-02,7-891521322,gchoube,Administration,en,2018-04-02,FALSE,0.00,3.01,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Consult - Platforms,3.01,1,3.01,0.41,3.01,0.00,3.01,0,,EMEA,vereddy,sgangadhari,2018-04-02 22:01:23,Mon,22,3.01
2018-04-01,2018-04-01,2018-04-01,2018-04-05,9-112121740,tsrideep,Order & Line Item Setup,en,2018-04-05,FALSE,0.13,2.88,FALSE,EMAIL,EMAIL,null,3,HCL HYD MON,Consult - Platforms,3.01,2,3.01,0.22,1.86,0.00,3.01,0,,APAC,ldaram,larasur,2018-04-05 15:16:47,Thu,15,1.44
2018-04-01,2018-06-01,2018-06-17,2018-06-21,9-798722012,tsrideep,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-06-21,FALSE,1.13,1.88,FALSE,EMAIL,CHAT,Medium,0,HCL HYD MON,Consult - Monetization,3.00,1,3.00,0.03,0.03,0.00,3.00,0,,APAC,ldaram,larasur,2018-06-22 9:13:58,Fri,9,1.88
2018-04-01,2018-04-01,2018-04-01,2018-04-03,5-921321523,kammili,Reporting,en,2018-04-03,FALSE,0.00,2.75,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,3.00,1,3.00,0.00,3.00,0.00,3.00,0,,EMEA,vereddy,sgangadhari,2018-04-03 17:35:51,Tue,17,2.75
2018-04-01,2018-05-01,2018-05-06,2018-05-09,7-835022048,manojgulati,Administration,en,2018-05-09,FALSE,0.14,2.86,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,3.00,2,3.00,0.24,1.99,0.00,3.00,0,,NA,lucyk,sbalasundaram,2018-05-09 22:38:11,Wed,22,1.43
